2006/07/23 08:35
Points
lat        lon
34.691401 35.787308 
34.691401 35.784596 
34.691401 35.781884 
34.691401 35.800868 
34.691401 35.798156 
34.691401 35.779172 
34.691401 35.792732 
34.691401 35.703236 
34.691401 35.790020 
34.691401 35.700524 
34.691401 35.716796 
34.691401 35.719508 
34.691401 35.798156 
34.691401 35.795444 
34.691401 35.792732 
34.691401 35.722220 
34.691401 35.724932 
34.691401 35.787308 
34.691401 35.784596 
34.691401 35.738492 
34.691401 35.776460 
34.691401 35.738492 
34.689152 35.798156 
34.689152 35.800868 
34.689152 35.795444 
34.689152 35.798156 
34.689152 35.800868 
34.689152 35.743916 
34.689152 35.746628 
34.689152 35.749340 
34.689152 35.752052 
34.689152 35.809004 
34.689152 35.806292 
34.689152 35.803580 
34.689152 35.800868 
34.689152 35.765612 
34.689152 35.768324 
34.689152 35.771036 
34.689152 35.773748 
34.689152 35.776460 
34.689152 35.779172 
34.689152 35.781884 
34.689152 35.784596 
34.689152 35.754764 
34.689152 35.757476 
34.689152 35.760188 
34.689152 35.790020 
34.689152 35.787308 
34.689152 35.784596 
34.689152 35.781884 
34.689152 35.784596 
34.689152 35.787308 
34.689152 35.790020 
34.689152 35.792732 
34.689152 35.762900 
34.689152 35.714084 
34.689152 35.716796 
34.689152 35.735780 
34.689152 35.703236 
34.689152 35.700524 
34.689152 35.719508 
34.689152 35.733068 
34.689152 35.735780 
34.689152 35.738492 
34.689152 35.792732 
34.689152 35.741204 
34.686904 35.711372 
34.686904 35.716796 
34.686904 35.719508 
34.686904 35.738492 
34.686904 35.741204 
34.686904 35.697812 
34.686904 35.700524 
34.686904 35.746628 
34.686904 35.743916 
34.686904 35.765612 
34.686904 35.762900 
34.686904 35.760188 
34.686904 35.757476 
34.686904 35.754764 
34.686904 35.752052 
34.686904 35.749340 
34.686904 35.746628 
34.686904 35.743916 
34.686904 35.703236 
34.686904 35.784596 
34.686904 35.781884 
34.686904 35.779172 
34.686904 35.776460 
34.686904 35.787308 
34.686904 35.790020 
34.686904 35.792732 
34.686904 35.773748 
34.686904 35.771036 
34.686904 35.768324 
34.686904 35.800868 
34.686904 35.803580 
34.686904 35.806292 
34.686904 35.809004 
34.686904 35.803580 
34.686904 35.800868 
34.686904 35.798156 
34.686904 35.795444 
34.686904 35.811716 
34.686904 35.814428 
34.686904 35.817140 
34.686904 35.714084 
34.686904 35.792732 
34.686904 35.790020 
34.686904 35.787308 
34.684655 35.700524 
34.684655 35.795444 
34.684655 35.798156 
34.684655 35.800868 
34.684655 35.781884 
34.684655 35.779172 
34.684655 35.776460 
34.684655 35.773748 
34.684655 35.703236 
34.684655 35.705948 
34.684655 35.771036 
34.684655 35.746628 
34.684655 35.749340 
34.684655 35.752052 
34.684655 35.754764 
34.684655 35.757476 
34.684655 35.760188 
34.684655 35.716796 
34.684655 35.714084 
34.684655 35.711372 
34.684655 35.708660 
34.684655 35.762900 
34.684655 35.765612 
34.684655 35.768324 
34.684655 35.795444 
34.684655 35.792732 
34.684655 35.790020 
34.684655 35.803580 
34.684655 35.806292 
34.684655 35.809004 
34.684655 35.811716 
34.684655 35.746628 
34.684655 35.743916 
34.684655 35.741204 
34.684655 35.814428 
34.684655 35.819852 
34.684655 35.817140 
34.684655 35.784596 
34.682406 35.738492 
34.682406 35.741204 
34.682406 35.743916 
34.682406 35.746628 
34.682406 35.768324 
34.682406 35.765612 
34.682406 35.762900 
34.682406 35.760188 
34.682406 35.757476 
34.682406 35.754764 
34.682406 35.752052 
34.682406 35.749340 
34.682406 35.792732 
34.682406 35.795444 
34.682406 35.798156 
34.682406 35.708660 
34.682406 35.711372 
34.682406 35.714084 
34.682406 35.819852 
34.682406 35.705948 
34.682406 35.703236 
34.682406 35.700524 
34.682406 35.803580 
34.682406 35.800868 
34.682406 35.798156 
34.682406 35.795444 
34.682406 35.806292 
34.682406 35.776460 
34.682406 35.779172 
34.682406 35.781884 
34.682406 35.784596 
34.682406 35.809004 
34.682406 35.811716 
34.682406 35.814428 
34.682406 35.817140 
34.682406 35.819852 
34.680157 35.809004 
34.680157 35.811716 
34.680157 35.814428 
34.680157 35.817140 
34.680157 35.819852 
34.680157 35.779172 
34.680157 35.776460 
34.680157 35.703236 
34.680157 35.735780 
34.680157 35.738492 
34.680157 35.741204 
34.680157 35.798156 
34.680157 35.800868 
34.680157 35.803580 
34.680157 35.743916 
34.680157 35.746628 
34.680157 35.765612 
34.680157 35.817140 
34.680157 35.819852 
34.680157 35.822564 
34.680157 35.757476 
34.680157 35.754764 
34.680157 35.752052 
34.680157 35.749340 
34.680157 35.746628 
34.680157 35.781884 
34.680157 35.784596 
34.680157 35.795444 
34.680157 35.798156 
34.680157 35.708660 
34.680157 35.711372 
34.680157 35.714084 
34.680157 35.705948 
34.677908 35.779172 
34.677908 35.776460 
34.677908 35.765612 
34.677908 35.762900 
34.677908 35.760188 
34.677908 35.798156 
34.677908 35.757476 
34.677908 35.754764 
34.677908 35.703236 
34.677908 35.705948 
34.677908 35.708660 
34.677908 35.711372 
34.677908 35.714084 
34.677908 35.803580 
34.677908 35.743916 
34.677908 35.746628 
34.677908 35.749340 
34.677908 35.752052 
34.677908 35.754764 
34.677908 35.757476 
34.677908 35.817140 
34.677908 35.819852 
34.677908 35.822564 
34.677908 35.743916 
34.677908 35.741204 
34.677908 35.735780 
34.677908 35.733068 
34.677908 35.800868 
34.677908 35.798156 
34.677908 35.819852 
34.677908 35.817140 
34.677908 35.814428 
34.677908 35.806292 
34.677908 35.738492 
34.677908 35.811716 
34.677908 35.781884 
34.675658 35.819852 
34.675658 35.817140 
34.675658 35.819852 
34.675658 35.822564 
34.675658 35.781884 
34.675658 35.779172 
34.675658 35.714084 
34.675658 35.711372 
34.675658 35.708660 
34.675658 35.705948 
34.675658 35.825276 
34.675658 35.822564 
34.675658 35.703236 
34.675658 35.809004 
34.675658 35.806292 
34.675658 35.803580 
34.675658 35.800868 
34.675658 35.798156 
34.675658 35.776460 
34.675658 35.754764 
34.675658 35.757476 
34.675658 35.760188 
34.675658 35.784596 
34.675658 35.800868 
34.675658 35.762900 
34.675658 35.765612 
34.675658 35.773748 
34.675658 35.754764 
34.675658 35.752052 
34.675658 35.730356 
34.675658 35.733068 
34.675658 35.735780 
34.675658 35.738492 
34.675658 35.741204 
34.675658 35.743916 
34.675658 35.746628 
34.675658 35.749340 
34.675658 35.817140 
34.675658 35.814428 
34.673409 35.738492 
34.673409 35.811716 
34.673409 35.735780 
34.673409 35.733068 
34.673409 35.730356 
34.673409 35.727644 
34.673409 35.762900 
34.673409 35.741204 
34.673409 35.743916 
34.673409 35.746628 
34.673409 35.749340 
34.673409 35.757476 
34.673409 35.760188 
34.673409 35.752052 
34.673409 35.754764 
34.673409 35.784596 
34.673409 35.822564 
34.673409 35.781884 
34.673409 35.779172 
34.673409 35.776460 
34.673409 35.773748 
34.673409 35.800868 
34.673409 35.819852 
34.673409 35.822564 
34.673409 35.825276 
34.673409 35.827988 
34.673409 35.703236 
34.673409 35.705948 
34.673409 35.708660 
34.673409 35.711372 
34.673409 35.714084 
34.673409 35.771036 
34.673409 35.768324 
34.673409 35.765612 
34.673409 35.819852 
34.673409 35.817140 
34.673409 35.814428 
34.673409 35.806292 
34.673409 35.809004 
34.673409 35.741204 
34.673409 35.803580 
34.671160 35.738492 
34.671160 35.803580 
34.671160 35.800868 
34.671160 35.803580 
34.671160 35.768324 
34.671160 35.771036 
34.671160 35.773748 
34.671160 35.776460 
34.671160 35.779172 
34.671160 35.714084 
34.671160 35.711372 
34.671160 35.708660 
34.671160 35.705948 
34.671160 35.703236 
34.671160 35.738492 
34.671160 35.735780 
34.671160 35.733068 
34.671160 35.730356 
34.671160 35.727644 
34.671160 35.806292 
34.671160 35.781884 
34.671160 35.784596 
34.671160 35.817140 
34.671160 35.814428 
34.671160 35.811716 
34.671160 35.822564 
34.671160 35.825276 
34.671160 35.827988 
34.671160 35.830700 
34.671160 35.809004 
34.671160 35.817140 
34.671160 35.819852 
34.671160 35.822564 
34.671160 35.825276 
34.671160 35.830700 
34.671160 35.827988 
34.671160 35.765612 
34.671160 35.741204 
34.671160 35.743916 
34.671160 35.746628 
34.671160 35.749340 
34.671160 35.752052 
34.668912 35.735780 
34.668912 35.738492 
34.668912 35.743916 
34.668912 35.741204 
34.668912 35.743916 
34.668912 35.746628 
34.668912 35.819852 
34.668912 35.833412 
34.668912 35.830700 
34.668912 35.827988 
34.668912 35.825276 
34.668912 35.749340 
34.668912 35.822564 
34.668912 35.825276 
34.668912 35.806292 
34.668912 35.800868 
34.668912 35.784596 
34.668912 35.781884 
34.668912 35.803580 
34.668912 35.776460 
34.668912 35.773748 
34.668912 35.771036 
34.668912 35.827988 
34.668912 35.830700 
34.668912 35.703236 
34.668912 35.705948 
34.668912 35.708660 
34.668912 35.711372 
34.668912 35.714084 
34.668912 35.746628 
34.668912 35.779172 
34.668912 35.806292 
34.668912 35.809004 
34.668912 35.811716 
34.668912 35.814428 
34.668912 35.817140 
34.666663 35.806292 
34.666663 35.803580 
34.666663 35.800868 
34.666663 35.809004 
34.666663 35.811716 
34.666663 35.814428 
34.666663 35.817140 
34.666663 35.819852 
34.666663 35.836124 
34.666663 35.771036 
34.666663 35.776460 
34.666663 35.779172 
34.666663 35.781884 
34.666663 35.784596 
34.666663 35.787308 
34.666663 35.746628 
34.666663 35.743916 
34.666663 35.741204 
34.666663 35.833412 
34.666663 35.830700 
34.666663 35.827988 
34.666663 35.735780 
34.666663 35.738492 
34.666663 35.741204 
34.666663 35.743916 
34.666663 35.819852 
34.666663 35.822564 
34.666663 35.825276 
34.666663 35.827988 
34.666663 35.830700 
34.666663 35.746628 
34.666663 35.714084 
34.666663 35.711372 
34.666663 35.708660 
34.666663 35.773748 
34.666663 35.809004 
34.666663 35.705948 
34.664414 35.705948 
34.664414 35.741204 
34.664414 35.833412 
34.664414 35.836124 
34.664414 35.838836 
34.664414 35.735780 
34.664414 35.738492 
34.664414 35.741204 
34.664414 35.743916 
34.664414 35.738492 
34.664414 35.735780 
34.664414 35.762900 
34.664414 35.814428 
34.664414 35.811716 
34.664414 35.746628 
34.664414 35.765612 
34.664414 35.768324 
34.664414 35.771036 
34.664414 35.773748 
34.664414 35.776460 
34.664414 35.779172 
34.664414 35.822564 
34.664414 35.819852 
34.664414 35.817140 
34.664414 35.814428 
34.664414 35.830700 
34.664414 35.827988 
34.664414 35.825276 
34.664414 35.822564 
34.664414 35.811716 
34.664414 35.809004 
34.664414 35.806292 
34.664414 35.743916 
34.664414 35.708660 
34.664414 35.711372 
34.664414 35.803580 
34.664414 35.714084 
34.662165 35.814428 
34.662165 35.714084 
34.662165 35.711372 
34.662165 35.708660 
34.662165 35.705948 
34.662165 35.811716 
34.662165 35.738492 
34.662165 35.838836 
34.662165 35.757476 
34.662165 35.760188 
34.662165 35.762900 
34.662165 35.743916 
34.662165 35.741204 
34.662165 35.827988 
34.662165 35.830700 
34.662165 35.833412 
34.662165 35.836124 
34.662165 35.806292 
34.662165 35.809004 
34.662165 35.811716 
34.662165 35.814428 
34.662165 35.817140 
34.662165 35.819852 
34.662165 35.765612 
34.662165 35.768324 
34.662165 35.771036 
34.662165 35.822564 
34.662165 35.773748 
34.662165 35.776460 
34.659915 35.771036 
34.659915 35.768324 
34.659915 35.765612 
34.659915 35.762900 
34.659915 35.760188 
34.659915 35.773748 
34.659915 35.814428 
34.659915 35.819852 
34.659915 35.822564 
34.659915 35.825276 
34.659915 35.735780 
34.659915 35.738492 
34.659915 35.741204 
34.659915 35.743916 
34.659915 35.830700 
34.659915 35.833412 
34.659915 35.836124 
34.659915 35.838836 
34.659915 35.711372 
34.659915 35.708660 
34.659915 35.811716 
34.659915 35.809004 
34.659915 35.817140 
34.659915 35.705948 
34.659915 35.752052 
34.659915 35.814428 
34.659915 35.754764 
34.657666 35.817140 
34.657666 35.708660 
34.657666 35.838836 
34.657666 35.836124 
34.657666 35.841548 
34.657666 35.711372 
34.657666 35.814428 
34.657666 35.817140 
34.657666 35.735780 
34.657666 35.738492 
34.657666 35.741204 
34.657666 35.743916 
34.657666 35.819852 
34.657666 35.822564 
34.657666 35.825276 
34.657666 35.811716 
34.657666 35.809004 
34.657666 35.814428 
34.657666 35.757476 
34.657666 35.827988 
34.657666 35.754764 
34.657666 35.752052 
34.657666 35.749340 
34.657666 35.705948 
34.655417 35.819852 
34.655417 35.817140 
34.655417 35.827988 
34.655417 35.811716 
34.655417 35.809004 
34.655417 35.817140 
34.655417 35.773748 
34.655417 35.771036 
34.655417 35.768324 
34.655417 35.765612 
34.655417 35.762900 
34.655417 35.760188 
34.655417 35.757476 
34.655417 35.754764 
34.655417 35.752052 
34.655417 35.825276 
34.655417 35.743916 
34.655417 35.741204 
34.655417 35.738492 
34.655417 35.735780 
34.655417 35.733068 
34.655417 35.841548 
34.655417 35.838836 
34.655417 35.711372 
34.655417 35.708660 
34.655417 35.705948 
34.655417 35.836124 
34.655417 35.749340 
34.655417 35.814428 
34.655417 35.822564 
34.653169 35.838836 
34.653169 35.841548 
34.653169 35.733068 
34.653169 35.814428 
34.653169 35.817140 
34.653169 35.705948 
34.653169 35.708660 
34.653169 35.735780 
34.653169 35.738492 
34.653169 35.811716 
34.653169 35.809004 
34.653169 35.819852 
34.653169 35.822564 
34.653169 35.825276 
34.653169 35.827988 
34.653169 35.741204 
34.653169 35.830700 
34.653169 35.749340 
34.653169 35.752052 
34.653169 35.754764 
34.653169 35.757476 
34.653169 35.760188 
34.653169 35.743916 
34.653169 35.950028 
34.653169 35.819852 
34.653169 35.776460 
34.653169 35.762900 
34.653169 35.765612 
34.653169 35.768324 
34.653169 35.771036 
34.653169 35.773748 
34.650920 35.947316 
34.650920 35.950028 
34.650920 35.743916 
34.650920 35.741204 
34.650920 35.738492 
34.650920 35.735780 
34.650920 35.733068 
34.650920 35.776460 
34.650920 35.705948 
34.650920 35.708660 
34.650920 35.705948 
34.650920 35.846972 
34.650920 35.760188 
34.650920 35.762900 
34.650920 35.765612 
34.650920 35.768324 
34.650920 35.771036 
34.650920 35.773748 
34.650920 35.809004 
34.650920 35.811716 
34.650920 35.830700 
34.650920 35.844260 
34.650920 35.841548 
34.650920 35.827988 
34.650920 35.825276 
34.650920 35.822564 
34.650920 35.819852 
34.650920 35.817140 
34.650920 35.819852 
34.650920 35.779172 
34.650920 35.838836 
34.650920 35.814428 
34.648671 35.735780 
34.648671 35.939180 
34.648671 35.936468 
34.648671 35.933756 
34.648671 35.738492 
34.648671 35.741204 
34.648671 35.941892 
34.648671 35.944604 
34.648671 35.947316 
34.648671 35.708660 
34.648671 35.705948 
34.648671 35.838836 
34.648671 35.841548 
34.648671 35.844260 
34.648671 35.846972 
34.648671 35.708660 
34.648671 35.705948 
34.648671 35.754764 
34.648671 35.819852 
34.648671 35.830700 
34.648671 35.781884 
34.648671 35.827988 
34.648671 35.825276 
34.648671 35.822564 
34.648671 35.819852 
34.648671 35.817140 
34.648671 35.814428 
34.648671 35.811716 
34.648671 35.779172 
34.648671 35.776460 
34.648671 35.773748 
34.648671 35.771036 
34.648671 35.768324 
34.648671 35.765612 
34.648671 35.733068 
34.646422 35.776460 
34.646422 35.811716 
34.646422 35.814428 
34.646422 35.817140 
34.646422 35.819852 
34.646422 35.822564 
34.646422 35.711372 
34.646422 35.708660 
34.646422 35.838836 
34.646422 35.841548 
34.646422 35.844260 
34.646422 35.846972 
34.646422 35.705948 
34.646422 35.754764 
34.646422 35.773748 
34.646422 35.779172 
34.646422 35.781884 
34.646422 35.933756 
34.646422 35.819852 
34.646422 35.822564 
34.646422 35.825276 
34.646422 35.735780 
34.646422 35.738492 
34.646422 35.741204 
34.646422 35.830700 
34.646422 35.827988 
34.646422 35.825276 
34.646422 35.708660 
34.646422 35.743916 
34.644172 35.711372 
34.644172 35.714084 
34.644172 35.827988 
34.644172 35.825276 
34.644172 35.822564 
34.644172 35.819852 
34.644172 35.754764 
34.644172 35.947316 
34.644172 35.757476 
34.644172 35.741204 
34.644172 35.825276 
34.644172 35.743916 
34.644172 35.822564 
34.644172 35.819852 
34.644172 35.795444 
34.644172 35.936468 
34.644172 35.933756 
34.644172 35.792732 
34.644172 35.846972 
34.644172 35.844260 
34.644172 35.841548 
34.644172 35.733068 
34.644172 35.790020 
34.644172 35.787308 
34.644172 35.784596 
34.644172 35.781884 
34.644172 35.838836 
34.644172 35.705948 
34.644172 35.741204 
34.644172 35.738492 
34.644172 35.735780 
34.644172 35.811716 
34.644172 35.814428 
34.644172 35.817140 
34.644172 35.708660 
34.644172 35.779172 
34.644172 35.776460 
34.644172 35.830700 
34.641923 35.822564 
34.641923 35.819852 
34.641923 35.846972 
34.641923 35.844260 
34.641923 35.841548 
34.641923 35.817140 
34.641923 35.716796 
34.641923 35.714084 
34.641923 35.825276 
34.641923 35.827988 
34.641923 35.830700 
34.641923 35.733068 
34.641923 35.838836 
34.641923 35.711372 
34.641923 35.743916 
34.641923 35.741204 
34.641923 35.735780 
34.641923 35.779172 
34.641923 35.781884 
34.641923 35.784596 
34.641923 35.787308 
34.641923 35.738492 
34.641923 35.741204 
34.641923 35.757476 
34.641923 35.760188 
34.641923 35.947316 
34.641923 35.830700 
34.641923 35.827988 
34.641923 35.825276 
34.641923 35.822564 
34.641923 35.800868 
34.641923 35.798156 
34.641923 35.795444 
34.641923 35.792732 
34.641923 35.790020 
34.641923 35.950028 
34.641923 35.936468 
34.641923 35.708660 
34.641923 35.705948 
34.641923 35.719508 
34.641923 35.811716 
34.641923 35.814428 
34.641923 35.939180 
34.641923 35.722220 
34.639674 35.714084 
34.639674 35.711372 
34.639674 35.708660 
34.639674 35.705948 
34.639674 35.716796 
34.639674 35.830700 
34.639674 35.719508 
34.639674 35.784596 
34.639674 35.762900 
34.639674 35.760188 
34.639674 35.787308 
34.639674 35.790020 
34.639674 35.795444 
34.639674 35.798156 
34.639674 35.800868 
34.639674 35.819852 
34.639674 35.827988 
34.639674 35.825276 
34.639674 35.822564 
34.639674 35.819852 
34.639674 35.817140 
34.639674 35.814428 
34.639674 35.811716 
34.639674 35.722220 
34.639674 35.724932 
34.639674 35.727644 
34.639674 35.838836 
34.639674 35.841548 
34.639674 35.844260 
34.639674 35.735780 
34.639674 35.733068 
34.639674 35.746628 
34.639674 35.743916 
34.639674 35.741204 
34.639674 35.950028 
34.639674 35.741204 
34.639674 35.738492 
34.639674 35.735780 
34.639674 35.792732 
34.639674 35.952740 
34.637425 35.827988 
34.637425 35.825276 
34.637425 35.822564 
34.637425 35.819852 
34.637425 35.817140 
34.637425 35.814428 
34.637425 35.760188 
34.637425 35.762900 
34.637425 35.811716 
34.637425 35.765612 
34.637425 35.787308 
34.637425 35.790020 
34.637425 35.792732 
34.637425 35.795444 
34.637425 35.798156 
34.637425 35.800868 
34.637425 35.817140 
34.637425 35.819852 
34.637425 35.822564 
34.637425 35.825276 
34.637425 35.838836 
34.637425 35.841548 
34.637425 35.844260 
34.637425 35.705948 
34.637425 35.708660 
34.637425 35.714084 
34.637425 35.741204 
34.637425 35.738492 
34.637425 35.735780 
34.637425 35.733068 
34.637425 35.716796 
34.637425 35.719508 
34.637425 35.722220 
34.637425 35.724932 
34.637425 35.727644 
34.637425 35.749340 
34.637425 35.746628 
34.637425 35.743916 
34.637425 35.955452 
34.637425 35.952740 
34.637425 35.730356 
34.637425 35.741204 
34.637425 35.738492 
34.637425 35.735780 
34.637425 35.830700 
34.637425 35.941892 
34.637425 35.944604 
34.637425 35.947316 
34.637425 35.950028 
34.635177 35.800868 
34.635177 35.803580 
34.635177 35.941892 
34.635177 35.944604 
34.635177 35.947316 
34.635177 35.950028 
34.635177 35.952740 
34.635177 35.955452 
34.635177 35.958164 
34.635177 35.730356 
34.635177 35.727644 
34.635177 35.724932 
34.635177 35.722220 
34.635177 35.719508 
34.635177 35.716796 
34.635177 35.738492 
34.635177 35.806292 
34.635177 35.809004 
34.635177 35.811716 
34.635177 35.811716 
34.635177 35.798156 
34.635177 35.814428 
34.635177 35.817140 
34.635177 35.819852 
34.635177 35.822564 
34.635177 35.825276 
34.635177 35.743916 
34.635177 35.746628 
34.635177 35.749340 
34.635177 35.738492 
34.635177 35.741204 
34.635177 35.752052 
34.635177 35.795444 
34.635177 35.792732 
34.635177 35.790020 
34.635177 35.827988 
34.635177 35.825276 
34.635177 35.822564 
34.635177 35.768324 
34.635177 35.844260 
34.635177 35.841548 
34.635177 35.838836 
34.635177 35.765612 
34.635177 35.830700 
34.635177 35.811716 
34.635177 35.814428 
34.635177 35.817140 
34.635177 35.819852 
34.635177 35.733068 
34.632928 35.825276 
34.632928 35.822564 
34.632928 35.809004 
34.632928 35.806292 
34.632928 35.838836 
34.632928 35.768324 
34.632928 35.771036 
34.632928 35.841548 
34.632928 35.844260 
34.632928 35.803580 
34.632928 35.827988 
34.632928 35.800868 
34.632928 35.741204 
34.632928 35.754764 
34.632928 35.752052 
34.632928 35.749340 
34.632928 35.746628 
34.632928 35.738492 
34.632928 35.798156 
34.632928 35.795444 
34.632928 35.792732 
34.632928 35.960876 
34.632928 35.958164 
34.632928 35.950028 
34.632928 35.947316 
34.632928 35.944604 
34.632928 35.941892 
34.632928 35.939180 
34.632928 35.811716 
34.632928 35.722220 
34.632928 35.724932 
34.632928 35.727644 
34.632928 35.730356 
34.632928 35.825276 
34.632928 35.822564 
34.632928 35.819852 
34.632928 35.817140 
34.632928 35.814428 
34.632928 35.733068 
34.630679 35.746628 
34.630679 35.749340 
34.630679 35.752052 
34.630679 35.754764 
34.630679 35.724932 
34.630679 35.727644 
34.630679 35.730356 
34.630679 35.771036 
34.630679 35.963588 
34.630679 35.960876 
34.630679 35.827988 
34.630679 35.825276 
34.630679 35.838836 
34.630679 35.841548 
34.630679 35.844260 
34.630679 35.822564 
34.630679 35.819852 
34.630679 35.817140 
34.630679 35.814428 
34.630679 35.811716 
34.630679 35.809004 
34.630679 35.806292 
34.630679 35.803580 
34.630679 35.800868 
34.630679 35.798156 
34.630679 35.779172 
34.630679 35.776460 
34.630679 35.773748 
34.630679 35.795444 
34.630679 35.738492 
34.628430 35.776460 
34.628430 35.779172 
34.628430 35.781884 
34.628430 35.771036 
34.628430 35.773748 
34.628430 35.844260 
34.628430 35.841548 
34.628430 35.838836 
34.628430 35.836124 
34.628430 35.966300 
34.628430 35.963588 
34.628430 35.798156 
34.628430 35.800868 
34.628430 35.803580 
34.628430 35.806292 
